179	157	155	142
0	5	1	36
0	1	1	38
0	2	1	24
0	5	1	45
0	4	1	48
0	10	0	10
0	6	0	3
0	6	2	34
0	12	1	30
0	16	4	70
0	15	1	36
0	8	1	22
2	80	1	40
0	6	0	8
0	7	0	3
0	10	0	12
0	14	0	27
0	10	0	9
2	90	0	6
2	85	1	81
0	6	0	24
0	12	0	42
2	88	1	76
0	11	1	75
0	20	0	41
1	74	2	44
1	63	0	43
0	12	0	15
0	25	0	15
0	15	0	29
0	9	0	38
0	32	0	41
1	50	0	22
0	25	0	34
0	12	0	38
1	55	0	10
0	8	0	37
0	11	0	39
0	31	0	28
1	65	0	34
0	12	0	38
0	20	0	40
0	37	0	33
0	7	2	75
0	34	1	65
1	24	0	38
0	20	0	36
0	26	1	39
1	47	1	38
0	15	0	33
2	83	1	42
0	8	0	25
0	17	3	72
0	17	4	72
4	74	3	66
0	6	0	28
0	5	1	41
7	67	4	53
11	74	2	45
0	4	5	72
6	66	4	68
0	7	11	59
0	3	17	82
0	11	3	58
0	3	7	53
0	9	14	53
2	45	1	41
1	44	0	38
0	40	2	51
1	42	360	360
0	42	360	360
0	47	360	360
1	50	360	360
0	20	360	360
0	33	360	360
1	48	360	360
0	40	360	360
0	40	360	360
2	57	360	360
0	15	360	360
2	89	360	360
0	62	360	360
1	41	360	360
0	33	360	360
0	27	360	360
0	33	360	360
0	27	360	360
0	60	360	360
0	41	360	360
0	20	360	360
2	53	360	360
0	25	360	360
1	35	360	360
0	61	360	360
0	25	360	360
0	43	360	360
0	26	360	360
0	54	360	360
0	31	360	360
0	37	360	360
0	15	360	360
0	24	360	360
0	27	360	360
0	27	360	360
0	63	360	360
0	21	360	360
0	18	360	360
0	63	360	360
0	38	75	29
0	23	173	30
0	13	0	31
1	46	360	360
0	15	0	27
0	57	4	52
1	46	0	33
0	19	0	27
0	31	0	36
0	19	0	26
1	55	0	15
0	16	0	27
0	24	0	24
0	25	0	41
0	46	1	31
0	15	0	29
0	31	0	10
0	10	0	67
0	16	0	22
0	43	0	37
0	36	0	25
0	19	0	31
0	22	0	39
0	48	0	31
0	26	0	38
0	12	0	28
0	26	0	31
0	9	0	6
0	19	0	18
0	10	0	23
0	24	0	33
0	67	3	106
1	76	0	35
0	40	6	54
1	60	0	30
0	36	0	40
0	54	0	44
0	24	3	49
0	22	178	102
0	73	0	40
0	34	3	90
0	31	0	62
1	97	0	61
0	7	2	95
0	31	0	37
0	19	0	38
0	11	0	15
0	42	0	20
0	14	0	20
0	8	0	37
0	33	0	25
0	19	0	36
0	16	0	75
0	32	1	84
0	65	0	38
0	24	0	26
0	7	0	90
0	33	0	40
0	19	0	43
0	24	1	76
1	75	0	48
1	69	0	44
0	77	0	40
0	19	0	82
0	70	1	81
0	18	0	20
0	12	0	53
1	82	0	51
0	66	0	53
0	73	0	67
0	28	0	38
0	64	0	32
0	34	0	10
0	66	0	72
0	32	0	34
0	71	0	35
0	47	0	41
0	84	0	37
0	10	0	38
0	32	0	32
0	35	0	38
0	27	0	37
0	27	0	36
0	48	0	36
0	40	0	13
0	32	0	42
1	70	0	41
0	16	0	41
0	19	1	41
0	48	0	66
0	46	1	75
0	23	0	30
0	23	0	38
0	36	0	30
0	16	1	92
0	39	0	39
0	18	0	78
0	34	0	86
0	79	0	75
0	54	0	48
0	26	0	48
0	7	0	27
0	39	2	73
0	8	0	69
0	33	0	38
0	8	0	44
0	7	1	73
0	27	0	57
0	30	0	48
0	48	0	70
0	21	0	49
0	54	0	45
0	10	0	43
0	37	0	47
0	16	0	54
0	5	0	46
0	4	0	46
0	16	0	39
0	14	0	13
0	19	1	76
0	6	0	46
0	63	0	46
0	8	0	46
1	75	1	59
1	70	0	55
0	6	0	49
0	10	1	68
0	18	1	48
1	82	0	21
0	7	0	54
0	11	0	47
0	13	1	46
0	8	0	44
2	89	1	63
0	13	0	10
1	88	0	45
0	15	0	44
0	6	1	59
0	7	0	47
0	29	1	84
0	6	0	46
0	23	0	26
0	7	2	61
0	34	0	38
0	8	1	49
2	85	2	104
0	31	0	35
0	12	1	65
0	30	1	69
0	10	0	29
0	6	1	86
0	19	0	2
2	88	0	12
0	9	1	41
0	11	0	24
0	9	0	18
0	16	0	22
0	12	0	24
0	9	0	26
0	15	1	56
0	3	0	27
0	17	0	17
0	9	0	25
0	1	0	6
0	10	3	64
0	32	2	53
0	12	0	23
0	19	0	26
0	4	1	42
0	2	2	53
0	11	1	43
0	28	1	36
0	14	1	29
0	8	0	20
0	18	0	4
0	17	1	38
0	14	0	33
0	18	1	68
0	9	0	24
0	10	1	66
0	13	0	36
0	17	1	38
0	16	0	11
0	14	0	10
0	10	1	42
0	9	2	97
0	15	1	43
0	21	1	37
0	6	1	60
0	5	0	12
0	4	1	38
0	21	0	26
0	11	1	24
0	18	1	39
0	13	1	64
0	11	0	36
0	9	1	30
2	95	1	39
0	3	2	39
0	9	0	11
0	14	1	84
0	17	2	38
0	10	0	12
0	9	3	106
0	12	2	38
0	9	0	14
0	8	0	11
0	12	2	88
0	10	0	15
0	1	0	27
0	10	1	18
0	4	2	37
0	6	0	3
0	6	1	25
0	14	0	35
0	18	3	110
0	3	2	93
0	8	2	40
0	7	2	23
0	5	2	31
0	4	4	122
0	10	0	10
0	14	2	27
0	17	1	19
0	4	0	26
0	13	2	36
0	8	5	58
0	11	0	22
0	13	0	41
0	7	7	117
0	2	1	70
0	6	1	74
0	10	2	99
0	11	2	36
0	7	0	9
0	21	0	40
0	5	0	32
0	1	0	14
0	3	1	48
0	10	1	27
0	1	0	25
0	6	1	50
0	19	3	125
0	4	1	76
0	6	0	43
0	30	3	61
0	13	2	47
0	4	1	44
0	9	0	29
0	15	3	131
0	12	0	72
1	21	1	77
0	3	1	99
0	12	0	43
0	14	2	61
0	7	0	22
0	7	0	70
0	13	0	46
0	6	2	36
0	6	0	26
0	21	0	43
0	9	1	103
0	12	0	38
0	10	1	99
0	6	0	106
0	17	0	55
0	21	0	53
0	11	0	17
0	16	0	12
0	10	0	59
0	20	0	55
0	1	0	54
0	10	0	77
0	11	0	57
0	14	0	50
0	22	0	54
0	18	0	60
0	25	0	33
0	11	0	47
0	21	0	68
0	4	0	84
0	20	0	29
0	4	0	26
0	19	0	80
0	9	0	52
0	6	0	51
0	10	2	121
0	6	0	24
0	15	0	28
0	1	0	52
0	26	1	31
0	3	1	25
0	10	3	132
0	10	0	50
0	12	0	39
0	7	0	57
0	10	0	80
0	27	3	124
0	17	0	66
0	5	0	51
0	14	0	11
0	14	1	116
0	0	0	80
0	2	0	15
0	10	0	91
0	10	0	55
0	9	0	54
0	30	0	55
0	34	0	11
0	7	1	142
0	7	0	66
0	20	1	44
0	27	2	126
0	10	1	122
0	9	0	35
0	13	0	117
0	16	0	96
0	17	0	16
0	20	0	52
0	12	2	18
0	18	0	69
0	13	3	88
0	31	0	62
0	15	0	17
0	17	0	84
0	8	0	72
0	19	0	62
0	22	0	68
0	19	2	24
0	18	0	51
0	14	1	72
0	25	0	53
0	29	0	48
0	23	0	77
0	13	0	67
0	8	0	81
0	9	0	46
0	4	0	49
0	25	0	52
0	21	0	71
0	25	0	39
0	16	0	91
0	26	0	45
0	28	0	18
0	13	0	58
0	47	1	18
0	29	0	48
0	13	2	112
0	5	0	71
0	4	0	52
0	10	0	48
0	13	2	128
0	26	0	41
0	22	0	84
0	10	2	36
0	12	0	97
0	22	0	54
0	10	0	65
0	25	0	45
0	17	0	52
0	10	0	22
0	17	0	72
0	9	0	55
0	27	0	15
0	14	0	46
0	14	0	78
0	20	0	55
0	23	0	84
0	23	1	109
0	7	0	87
0	21	0	91
0	26	1	89
0	7	179	49
0	13	1	32
0	17	0	90
0	24	5	36
0	6	1	132
0	14	0	55
0	15	3	34
0	16	3	19
0	3	0	85
0	8	0	8
0	39	3	29
1	122	0	45
0	6	0	62
0	40	3	54
0	5	1	21
0	27	0	103
0	18	0	12
0	15	0	65
0	6	2	56
0	18	2	111
0	10	0	121
0	128	0	7
0	23	0	91
0	107	0	58
0	101	0	12
0	111	0	32
0	13	0	16
0	68	3	113
0	75	0	18
0	12	2	116
0	98	0	98
0	20	0	68
0	9	0	29
0	104	0	81
0	35	0	59
0	112	1	46
0	8	0	75
0	17	0	123
0	141	0	22
0	108	0	24
0	13	0	94
0	107	0	83
0	23	0	82
0	89	0	84
0	109	0	88
0	35	1	135
0	27	0	111
1	21	1	58
0	38	0	73
0	16	0	78
0	11	0	75
1	17	0	103
0	95	0	83
0	10	0	94
0	32	0	28
0	17	0	61
0	94	0	57
1	114	2	111
0	7	1	53
1	102	0	11
1	114	1	72
0	92	0	33
0	90	0	67
0	2	2	49
1	44	0	76
1	89	0	59
0	24	0	54
0	3	2	103
1	107	0	46
0	13	2	42
0	29	0	12
0	7	1	51
0	14	1	54
0	12	1	77
0	12	0	44
0	10	1	92
1	117	0	47
0	28	2	53
1	99	1	96
1	99	0	52
0	13	0	83
0	16	1	111
1	114	1	111
0	7	0	85
0	8	2	16
0	25	1	82
0	19	0	11
1	100	1	76
0	18	1	82
0	18	0	86
1	83	2	19
1	119	0	53
0	17	1	106
1	89	1	83
0	1	1	76
1	95	0	8
1	27	0	109
0	13	2	110
1	87	2	134
0	24	1	98
1	80	0	5
0	90	0	64
0	71	0	100
0	123	0	63
0	10	0	81
0	78	0	35
0	8	0	92
0	27	0	70
0	77	0	42
1	88	0	77
0	28	0	81
1	103	2	37
0	86	0	63
0	6	1	129
0	78	0	48
0	79	1	84
0	69	2	120
0	75	0	54
0	75	1	30
0	92	0	51
0	69	0	75
0	63	0	14
1	62	0	26
0	16	0	60
1	84	1	66
0	75	0	33
0	54	0	61
1	96	1	100
1	77	0	59
0	14	2	109
0	9	0	54
1	96	0	57
1	64	1	101
1	67	0	34
0	16	1	28
1	78	1	85
0	80	1	17
1	64	0	43
1	64	1	71
1	66	0	32
1	68	0	23
0	4	0	60
1	74	3	83
1	78	0	48
1	107	0	52
0	7	0	56
1	109	0	44
0	13	0	44
1	86	7	70
1	81	0	52
0	8	1	72
1	56	3	46
0	20	2	23
0	4	0	44
1	28	0	51
0	8	1	68
0	6	0	52
0	11	0	36
1	96	0	30
0	20	0	28
0	5	0	28
0	9	0	42
0	12	1	83
0	6	0	31
1	86	0	27
0	11	1	36
0	9	2	113
0	21	0	31
1	91	0	27
1	66	1	25
0	7	4	58
0	11	0	26
1	87	1	53
0	24	0	27
0	20	0	7
0	63	0	42
0	25	0	24
0	17	0	43
1	63	0	28
1	71	0	52
0	16	1	61
1	81	0	41
2	107	2	74
0	5	1	44
2	110	1	74
0	8	1	23
1	85	0	8
1	97	1	71
0	17	0	40
1	72	1	87
1	66	179	59
0	12	1	88
1	74	1	99
0	14	1	95
0	3	2	102
1	90	0	55
0	17	1	61
0	11	1	28
0	17	2	90
1	69	0	38
0	14	0	29
0	3	0	16
0	18	1	65
2	91	0	34
0	4	1	50
0	12	2	98
0	8	0	10
0	9	1	78
0	6	1	46
0	10	0	19
0	6	1	48
0	17	6	106
0	3	4	114
0	18	3	93
0	0	4	106
2	85	1	55
0	6	0	37
0	10	2	73
0	12	0	20
0	7	2	73
0	5	0	13
0	1	3	114
0	14	3	102
0	6	3	101
0	8	0	23
0	3	4	91
0	6	4	83
0	12	3	102
0	12	2	90
0	6	5	88
0	15	4	111
3	103	3	102
0	6	2	96
0	9	4	86
2	91	0	13
2	87	0	9
0	8	0	21
0	17	2	31
0	0	4	109
0	13	2	79
0	4	2	31
0	14	1	43
0	11	0	30
1	86	1	45
0	9	1	47
0	16	0	29
0	11	1	37
0	8	0	31
0	4	0	11
0	13	0	19
0	18	0	29
0	7	1	37
0	11	1	73
0	10	0	35
1	74	1	55
0	12	0	40
0	27	0	27
0	12	1	30
0	15	0	25
0	19	0	51
0	9	1	31
0	15	0	7
1	81	0	31
0	17	0	28
0	10	1	35
1	88	0	37
0	2	0	17
0	17	2	75
0	11	3	48
0	9	2	94
0	8	0	20
0	10	2	35
0	4	1	28
0	8	1	62
0	9	0	42
1	83	0	42
0	20	1	27
1	88	1	45
0	15	2	36
0	9	2	83
0	3	5	55
0	12	1	47
1	86	0	31
1	78	2	79
0	3	0	5
0	1	0	28
0	10	1	61
2	90	0	25
0	15	0	18
0	7	1	34
0	11	0	26
0	18	2	84
2	76	1	55
0	8	1	49
0	10	1	28
0	5	0	3
0	10	1	39
0	8	3	98
3	93	0	21
3	98	2	49
2	80	0	15
0	7	1	67
0	9	0	12
0	12	0	8
3	89	0	10
0	13	0	17
0	6	179	68
0	10	0	19
0	8	0	9
0	4	179	68
2	85	1	73
3	95	0	26
0	11	0	17
0	2	0	26
0	6	1	43
1	71	1	34
0	2	2	60
0	14	1	36
0	15	3	85
2	87	2	32
0	4	0	30
0	10	5	92
0	9	0	27
0	6	1	42
0	11	3	66
0	7	0	24
0	11	0	1
0	8	2	101
2	90	1	36
1	83	1	45
0	8	0	27
2	89	0	33
0	10	0	25
0	13	0	22
1	69	1	49
2	86	0	15
0	9	0	22
0	15	0	36
0	7	0	16
0	0	0	25
0	5	0	27
0	6	3	76
0	4	1	48
0	12	3	94
0	16	1	65
0	3	1	64
0	11	2	88
0	4	0	26
0	15	0	32
0	8	1	48
0	11	2	48
1	76	0	23
0	14	0	34
2	72	0	21
1	74	0	26
1	61	1	36
0	3	2	88
0	9	0	22
0	23	2	93
0	1	1	24
1	66	1	44
1	70	0	24
0	3	0	38
0	5	0	26
0	7	0	20
0	17	0	26
1	59	0	26
0	9	0	15
1	53	0	27
0	25	0	29
0	20	0	23
0	8	1	59
2	84	1	47
0	9	0	27
0	6	0	29
0	6	0	17
1	57	0	29
0	2	0	40
1	53	5	101
0	3	6	60
0	2	0	44
0	19	1	74
0	4	0	34
2	72	0	34
0	2	0	26
1	55	0	38
0	8	2	78
0	10	0	37
0	5	0	27
0	5	2	68
1	55	0	13
0	17	0	19
0	8	1	55
0	13	2	85
0	9	1	48
2	76	2	62
0	9	0	20
0	14	0	24
0	2	0	19
0	22	3	82
1	55	0	39
0	12	0	21
0	17	0	17
0	16	0	26
1	70	0	18
0	8	0	24
0	13	0	23
0	5	0	32
0	11	0	27
0	20	0	29
0	20	1	45
0	13	0	29
0	29	2	68
0	21	0	33
0	12	0	23
2	96	0	24
0	12	0	31
1	61	0	28
0	38	4	82
0	13	0	29
0	41	0	38
0	17	3	70
1	82	0	39
0	55	0	33
1	51	0	33
1	73	1	51
0	7	0	34
1	61	0	43
1	49	1	31
1	65	0	40
1	56	1	38
0	9	1	45
0	20	0	10
2	97	4	46
2	85	0	43
0	10	0	32
3	88	1	57
1	63	3	66
0	11	1	72
3	92	5	102
0	15	5	94
2	79	0	35
0	14	0	43
3	89	4	89
0	7	0	31
3	94	1	57
0	6	1	57
0	10	1	49
0	6	1	55
2	67	2	88
0	12	1	33
0	13	6	99
0	7	2	71
0	16	1	30
0	16	0	14
0	3	1	45
0	14	0	10
0	13	0	6
0	17	0	16
0	6	2	87
0	12	0	1
0	7	3	92
0	6	1	67
0	21	1	58
0	16	1	72
1	82	0	30
0	16	0	28
0	14	4	94
0	14	1	54
0	16	0	33
0	7	1	65
0	1	0	16
1	83	0	38
0	7	0	34
0	16	0	29
1	71	2	91
0	5	0	12
0	1	2	63
0	31	1	62
0	11	1	29
0	24	0	22
0	0	0	13
0	13	0	22
0	17	2	50
0	14	0	17
0	22	0	2
0	4	1	81
0	3	0	42
0	9	0	17
0	8	1	37
0	8	0	36
0	13	3	41
0	8	1	47
0	4	0	39
0	1	1	50
0	3	0	48
0	16	0	25
2	101	0	45
0	7	0	51
0	4	0	28
0	13	0	24
0	6	0	2
0	7	3	110
0	21	0	7
0	9	1	74
0	14	3	109
0	15	1	86
0	1	2	80
0	6	0	15
0	11	2	93
0	8	0	3
1	72	2	90
2	89	1	22
0	13	0	24
0	12	1	67
0	8	0	11
0	26	1	69
0	10	4	113
0	8	2	94
0	4	0	15
0	4	0	7
0	3	0	7
2	90	0	26
0	7	0	14
2	93	1	29
0	8	0	9
0	15	0	17
0	15	0	3
0	5	0	19
0	12	0	14
0	13	2	80
0	8	1	83
0	3	0	3
0	7	1	75
0	11	1	30
0	3	1	75
0	10	0	4
0	4	0	5
0	9	1	70
0	14	0	4
0	12	1	50
0	9	1	57
0	5	0	6
0	4	0	2
0	3	0	5
0	11	0	15
1	58	0	8
0	5	1	61
0	18	0	20
0	2	0	47
0	16	0	42
0	6	0	17
0	25	0	12
0	5	0	41
0	22	0	7
0	7	0	44
1	63	0	33
0	11	1	42
0	11	3	51
0	17	0	38
1	86	0	31
0	24	0	33
1	32	1	42
0	13	0	38
0	24	0	49
1	63	0	37
2	93	0	47
1	75	0	48
0	11	2	39
0	4	0	28
0	12	0	42
1	60	0	41
1	48	1	73
1	48	1	49
0	11	1	46
0	16	1	78
0	15	1	55
0	14	1	80
0	9	0	22
0	12	1	25
0	12	1	67
0	8	1	42
1	49	1	98
0	1	1	28
0	7	0	45
0	14	2	73
0	8	1	61
0	7	0	33
0	20	0	21
0	14	0	40
0	12	0	48
0	3	2	93
0	11	0	33
0	11	0	8
2	92	1	21
0	19	2	78
1	65	1	58
0	12	1	56
1	83	0	13
0	8	1	51
0	8	1	56
1	67	2	97
0	6	2	62
0	14	0	14
0	7	2	58
0	9	0	11
0	14	1	74
0	7	1	51
0	5	2	87
0	7	0	16
0	4	1	65
2	88	2	93
0	7	0	2
0	6	0	22
0	5	1	81
0	11	1	76
0	1	0	4
0	11	1	47
0	10	1	51
0	7	1	52
2	100	0	21
1	69	1	70
0	1	4	72
1	90	2	88
0	2	0	48
0	14	3	71
0	7	5	103
0	27	0	51
0	10	1	63
0	16	3	108
0	4	1	68
0	5	3	38
0	7	0	43
0	8	0	18
0	3	0	22
1	96	1	89
0	11	1	83
0	21	0	15
0	1	0	23
0	3	0	60
0	12	0	5
0	5	0	7
0	14	0	54
0	12	0	49
0	13	0	28
0	7	0	18
0	14	0	14
0	66	0	8
1	79	0	42
0	16	0	26
0	4	0	10
0	8	1	75
1	81	0	25
0	28	0	11
0	10	0	4
0	8	0	21
0	11	0	20
0	1	0	9
0	9	0	20
0	24	0	13
0	18	0	32
0	11	0	8
0	13	0	17
0	13	0	13
0	9	1	39
0	13	1	62
0	15	0	24
0	12	0	42
0	12	0	35
0	13	0	43
0	5	0	23
0	1	0	4
0	8	0	44
0	12	0	32
0	19	0	39
0	14	0	33
0	5	0	31
0	9	0	32
0	14	0	32
0	11	0	15
0	4	0	19
0	10	0	5
0	3	0	4
0	10	0	14
0	7	0	10
0	2	0	16
0	4	1	74
0	5	0	8
0	15	0	18
0	6	0	25
0	10	0	22
0	4	2	88
0	12	0	31
0	10	0	31
0	9	0	43
0	9	8	63
0	4	0	31
0	10	1	51
0	15	1	62
0	13	1	81
0	26	0	27
0	21	0	46
0	18	0	32
0	5	0	42
0	8	0	4
0	2	1	50
0	6	0	22
1	97	0	13
0	8	0	31
1	93	0	23
0	12	2	99
0	14	0	33
0	12	0	15
0	16	2	100
0	9	0	18
0	11	2	98
0	16	0	30
0	11	0	18
0	31	1	51
0	10	1	33
0	11	0	10
1	85	8	102
0	8	0	30
0	5	0	25
0	9	0	25
2	107	0	30
0	11	0	78
0	13	1	67
0	9	0	30
0	9	0	9
0	6	1	101
0	13	0	34
0	15	0	8
0	9	0	32
0	5	5	48
2	97	0	34
0	9	0	39
0	9	1	51
0	2	0	40
0	19	0	14
0	16	0	17
0	3	2	47
0	4	0	20
0	1	0	21
0	18	3	99
0	12	0	8
0	6	2	79
0	8	0	16
0	2	0	22
0	10	0	22
0	3	0	23
0	6	0	19
0	5	179	75
0	10	0	25
0	3	0	25
0	3	0	27
0	6	0	29
0	6	0	28
0	8	0	29
0	5	0	29
0	7	0	31
0	6	0	11
0	5	0	34
0	12	2	36
0	7	0	22
0	7	0	18
0	14	0	15
0	1	2	77
0	5	0	11
0	10	1	26
0	13	0	20
0	9	0	5
0	11	0	52
0	15	0	6
0	12	1	49
1	65	1	40
0	4	0	23
0	20	0	9
0	10	0	27
0	7	0	14
0	13	0	17
0	8	0	11
0	9	0	11
0	4	0	11
0	19	0	11
0	14	0	11
0	22	0	12
0	2	0	14
0	6	0	12
0	13	0	15
0	14	0	14
0	7	0	14
0	15	0	13
1	49	0	32
0	11	0	11
0	7	0	8
0	8	0	19
0	7	0	16
0	40	0	9
0	14	0	15
0	14	0	14
0	27	0	13
0	10	0	12
0	14	0	12
0	7	0	14
0	15	0	14
0	15	0	17
0	10	0	12
0	18	0	18
0	21	0	13
0	10	0	12
0	15	0	11
0	27	0	15
0	2	0	12
0	49	0	17
0	7	9	93
0	15	0	13
0	17	0	17
0	30	0	11
0	17	0	33
0	16	0	12
0	25	0	14
0	26	0	17
0	14	0	15
0	13	0	94
0	9	0	11
0	11	0	19
0	69	0	12
0	23	0	13
0	18	0	12
0	49	0	13
0	8	0	14
0	36	0	17
0	15	0	13
0	20	0	20
0	19	0	18
0	34	0	50
0	13	0	32
0	15	0	23
0	9	0	14
0	14	0	15
0	24	0	14
0	14	0	18
0	7	0	19
0	9	0	63
0	8	0	25
0	4	0	23
0	39	0	27
0	10	0	30
0	23	0	19
0	11	0	15
0	51	0	28
0	10	0	21
0	33	0	14
0	29	0	16
0	22	0	31
0	14	0	15
0	18	1	64
0	26	0	17
0	42	0	17
0	10	0	14
0	47	0	23
0	53	0	13
0	5	0	28
0	13	14	94
0	17	0	29
0	8	1	85
0	19	3	75
0	24	8	101
0	14	1	64
0	11	1	66
0	41	0	22
0	13	0	37
0	21	0	25
0	10	0	24
0	15	0	27
0	28	0	67
0	52	0	40
0	28	0	10
0	8	0	22
0	36	0	14
0	20	0	24
0	57	0	42
0	5	0	22
0	59	0	18
0	10	0	25
0	3	0	16
0	60	0	25
0	14	1	74
0	15	0	31
0	14	0	34
0	27	0	27
0	14	0	27
0	28	3	56
0	30	0	34
0	35	0	24
0	22	0	32
0	19	0	32
0	51	0	33
0	17	0	34
0	27	3	78
0	51	0	35
0	28	0	37
0	52	0	41
0	13	0	39
0	24	0	16
0	18	0	45
0	17	0	33
0	30	0	32
0	31	86	33
0	29	0	54
0	13	0	29
1	91	165	61
0	31	360	360
0	23	172	37
0	31	168	34
0	23	0	38
0	41	0	35
0	52	0	39
0	40	175	37
0	29	0	37
0	24	360	360
0	41	73	94
2	65	178	43
0	27	150	40
0	45	179	83
0	26	178	41
2	69	15	64
0	35	360	360
2	53	176	36
0	31	175	39
0	42	360	360
2	67	360	360
1	85	360	360
0	47	360	360
1	62	360	360
0	21	360	360
0	42	360	360
0	52	360	360
0	32	360	360
0	26	360	360
0	41	360	360
0	29	360	360
0	42	360	360
0	28	360	360
1	62	360	360
0	45	360	360
0	35	360	360
1	36	360	360
0	25	360	360
1	60	360	360
0	31	360	360
0	21	360	360
1	58	360	360
0	35	360	360
0	29	360	360
0	36	360	360
0	17	360	360
0	32	360	360
0	39	360	360
1	43	360	360
0	22	360	360
0	41	360	360
1	93	360	360
0	29	360	360
0	23	360	360
0	29	360	360
0	39	360	360
0	6	360	360
0	35	360	360
4	70	360	360
2	62	360	360
3	75	360	360
0	21	161	49
1	32	360	360
0	14	360	360
2	43	360	360
0	5	360	360
2	42	360	360
0	33	360	360
0	32	360	360
0	37	360	360
2	78	360	360
0	38	360	360
0	26	360	360
0	7	360	360
1	38	360	360
0	12	360	360
1	47	360	360
3	100	360	360
0	12	360	360
0	8	360	360
1	29	360	360
0	4	360	360
0	10	360	360
0	10	360	360
0	8	360	360
0	31	360	360
0	19	360	360
0	46	360	360
0	11	360	360
0	4	360	360
0	6	360	360
0	2	360	360
0	6	169	36
0	6	360	360
0	10	360	360
0	1	360	360
0	8	179	29
3	100	360	360
0	8	177	34
0	4	179	34
2	85	0	34
0	46	360	360
0	8	360	360
2	90	360	360
2	95	360	360
0	9	360	360
2	56	360	360
0	19	360	360
2	90	360	360
0	3	360	360
0	11	360	360
0	5	360	360
0	13	360	360
0	3	360	360
0	14	360	360
0	33	0	27
0	16	3	63
0	9	0	28
0	23	2	15
0	8	4	81
0	4	1	32
0	3	0	8
2	92	0	11
0	29	0	43
0	4	0	9
0	5	1	74
0	15	0	30
0	6	0	29
2	96	0	29
0	21	0	37
0	20	0	31
0	28	0	41
0	11	0	43
0	6	0	25
0	6	0	42
0	12	0	16
0	5	1	39
1	40	0	30
0	23	2	89
0	14	1	43
0	3	0	34
0	28	2	91
0	12	0	28
0	4	0	16
1	36	1	33
0	21	0	45
0	2	1	72
0	7	2	92
0	22	7	53
0	19	0	36
0	7	0	37
0	2	2	33
0	11	0	23
0	18	0	38
0	10	0	41
0	18	0	38
1	74	1	52
0	22	1	55
0	9	1	46
0	25	0	14
0	6	2	80
0	11	1	43
0	11	1	49
2	84	3	95
0	15	1	66
0	30	0	21
2	97	0	24
0	10	0	41
0	22	0	19
0	18	0	32
0	6	0	33
0	9	0	35
0	8	6	62
0	8	1	43
0	16	0	27
0	12	0	27
1	83	1	69
1	90	0	37
0	5	0	38
0	11	0	39
0	4	1	51
0	3	0	9
0	2	1	47
0	6	1	47
0	3	4	109
0	1	0	38
0	7	0	21
0	14	0	21
1	90	0	34
0	6	0	35
0	6	0	46
0	1	0	38
0	1	0	41
0	10	0	35
0	7	0	35
0	12	1	49
0	7	1	62
0	3	1	73
0	1	1	71
2	105	0	43
0	10	0	47
0	12	3	63
2	93	1	53
1	89	0	38
0	10	0	32
0	19	0	40
1	90	0	45
0	12	0	42
1	94	3	102
0	14	5	49
0	7	0	51
1	107	0	52
0	6	1	65
0	9	0	50
0	14	0	7
0	6	0	47
0	12	0	56
0	23	0	44
0	10	0	37
0	17	0	22
2	82	0	57
0	11	2	112
0	17	1	91
0	3	0	13
0	26	0	49
